dataset,file_name,class_label,split,path
glaucoma,EyePACS-DEV-NRG-1490.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-1490.jpg
glaucoma,EyePACS-DEV-NRG-1491.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-1491.jpg
glaucoma,EyePACS-DEV-NRG-1492.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-1492.jpg
glaucoma,EyePACS-DEV-NRG-1493.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-1493.jpg
glaucoma,EyePACS-DEV-NRG-1494.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-1494.jpg
glaucoma,EyePACS-DEV-NRG-1495.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-1495.jpg
glaucoma,EyePACS-DEV-NRG-1496.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-1496.jpg
glaucoma,EyePACS-DEV-NRG-1497.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-1497.jpg
glaucoma,EyePACS-DEV-NRG-1498.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-1498.jpg
glaucoma,EyePACS-DEV-NRG-1499.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-1499.jpg
glaucoma,EyePACS-DEV-NRG-15.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-15.jpg
glaucoma,EyePACS-DEV-NRG-150.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-150.jpg
glaucoma,EyePACS-DEV-NRG-1500.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-1500.jpg
glaucoma,EyePACS-DEV-NRG-151.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-151.jpg
glaucoma,EyePACS-DEV-NRG-152.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-152.jpg
glaucoma,EyePACS-DEV-NRG-153.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-153.jpg
glaucoma,EyePACS-DEV-NRG-154.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-154.jpg
glaucoma,EyePACS-DEV-NRG-155.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-155.jpg
glaucoma,EyePACS-DEV-NRG-156.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-156.jpg
glaucoma,EyePACS-DEV-NRG-157.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-157.jpg
glaucoma,EyePACS-DEV-NRG-158.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-158.jpg
glaucoma,EyePACS-DEV-NRG-159.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-159.jpg
glaucoma,EyePACS-DEV-NRG-16.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-16.jpg
glaucoma,EyePACS-DEV-NRG-160.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-160.jpg
glaucoma,EyePACS-DEV-NRG-161.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-161.jpg
glaucoma,EyePACS-DEV-NRG-162.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-162.jpg
glaucoma,EyePACS-DEV-NRG-163.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-163.jpg
glaucoma,EyePACS-DEV-NRG-164.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-164.jpg
glaucoma,EyePACS-DEV-NRG-165.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-165.jpg
glaucoma,EyePACS-DEV-NRG-166.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-166.jpg
glaucoma,EyePACS-DEV-NRG-167.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-167.jpg
glaucoma,EyePACS-DEV-NRG-168.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-168.jpg
glaucoma,EyePACS-DEV-NRG-169.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-169.jpg
glaucoma,EyePACS-DEV-NRG-17.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-17.jpg
glaucoma,EyePACS-DEV-NRG-170.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-170.jpg
glaucoma,EyePACS-DEV-NRG-171.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-171.jpg
glaucoma,EyePACS-DEV-NRG-172.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-172.jpg
glaucoma,EyePACS-DEV-NRG-173.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-173.jpg
glaucoma,EyePACS-DEV-NRG-174.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-174.jpg
glaucoma,EyePACS-DEV-NRG-175.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-175.jpg
glaucoma,EyePACS-DEV-NRG-176.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-176.jpg
glaucoma,EyePACS-DEV-NRG-177.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-177.jpg
glaucoma,EyePACS-DEV-NRG-178.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-178.jpg
glaucoma,EyePACS-DEV-NRG-179.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-179.jpg
glaucoma,EyePACS-DEV-NRG-18.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-18.jpg
glaucoma,EyePACS-DEV-NRG-180.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-180.jpg
glaucoma,EyePACS-DEV-NRG-181.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-181.jpg
glaucoma,EyePACS-DEV-NRG-182.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-182.jpg
glaucoma,EyePACS-DEV-NRG-183.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-183.jpg
glaucoma,EyePACS-DEV-NRG-184.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-184.jpg
glaucoma,EyePACS-DEV-NRG-185.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-185.jpg
glaucoma,EyePACS-DEV-NRG-186.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-186.jpg
glaucoma,EyePACS-DEV-NRG-187.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-187.jpg
glaucoma,EyePACS-DEV-NRG-188.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-188.jpg
glaucoma,EyePACS-DEV-NRG-189.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-189.jpg
glaucoma,EyePACS-DEV-NRG-19.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-19.jpg
glaucoma,EyePACS-DEV-NRG-190.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-190.jpg
glaucoma,EyePACS-DEV-NRG-191.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-191.jpg
glaucoma,EyePACS-DEV-NRG-192.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-192.jpg
glaucoma,EyePACS-DEV-NRG-193.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-193.jpg
glaucoma,EyePACS-DEV-NRG-194.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-194.jpg
glaucoma,EyePACS-DEV-NRG-195.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-195.jpg
glaucoma,EyePACS-DEV-NRG-196.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-196.jpg
glaucoma,EyePACS-DEV-NRG-197.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-197.jpg
glaucoma,EyePACS-DEV-NRG-198.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-198.jpg
glaucoma,EyePACS-DEV-NRG-199.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-199.jpg
glaucoma,EyePACS-DEV-NRG-2.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-2.jpg
glaucoma,EyePACS-DEV-NRG-20.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-20.jpg
glaucoma,EyePACS-DEV-NRG-200.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-200.jpg
glaucoma,EyePACS-DEV-NRG-201.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-201.jpg
glaucoma,EyePACS-DEV-NRG-202.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-202.jpg
glaucoma,EyePACS-DEV-NRG-203.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-203.jpg
glaucoma,EyePACS-DEV-NRG-204.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-204.jpg
glaucoma,EyePACS-DEV-NRG-205.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-205.jpg
glaucoma,EyePACS-DEV-NRG-206.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-206.jpg
glaucoma,EyePACS-DEV-NRG-207.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-207.jpg
glaucoma,EyePACS-DEV-NRG-208.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-208.jpg
glaucoma,EyePACS-DEV-NRG-209.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-209.jpg
glaucoma,EyePACS-DEV-NRG-21.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-21.jpg
glaucoma,EyePACS-DEV-NRG-210.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-210.jpg
glaucoma,EyePACS-DEV-NRG-211.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-211.jpg
glaucoma,EyePACS-DEV-NRG-212.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-212.jpg
glaucoma,EyePACS-DEV-NRG-213.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-213.jpg
glaucoma,EyePACS-DEV-NRG-214.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-214.jpg
glaucoma,EyePACS-DEV-NRG-215.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-215.jpg
glaucoma,EyePACS-DEV-NRG-216.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-216.jpg
glaucoma,EyePACS-DEV-NRG-217.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-217.jpg
glaucoma,EyePACS-DEV-NRG-218.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-218.jpg
glaucoma,EyePACS-DEV-NRG-219.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-219.jpg
glaucoma,EyePACS-DEV-NRG-22.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-22.jpg
glaucoma,EyePACS-DEV-NRG-220.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-220.jpg
glaucoma,EyePACS-DEV-NRG-221.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-221.jpg
glaucoma,EyePACS-DEV-NRG-222.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-222.jpg
glaucoma,EyePACS-DEV-NRG-223.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-223.jpg
glaucoma,EyePACS-DEV-NRG-224.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-224.jpg
glaucoma,EyePACS-DEV-NRG-225.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-225.jpg
glaucoma,EyePACS-DEV-NRG-226.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-226.jpg
glaucoma,EyePACS-DEV-NRG-227.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-227.jpg
glaucoma,EyePACS-DEV-NRG-228.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-228.jpg
glaucoma,EyePACS-DEV-NRG-229.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-229.jpg
glaucoma,EyePACS-DEV-NRG-23.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-23.jpg
glaucoma,EyePACS-DEV-NRG-230.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-230.jpg
glaucoma,EyePACS-DEV-NRG-231.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-231.jpg
glaucoma,EyePACS-DEV-NRG-232.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-232.jpg
glaucoma,EyePACS-DEV-NRG-233.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-233.jpg
glaucoma,EyePACS-DEV-NRG-234.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-234.jpg
glaucoma,EyePACS-DEV-NRG-235.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-235.jpg
glaucoma,EyePACS-DEV-NRG-236.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-236.jpg
glaucoma,EyePACS-DEV-NRG-237.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-237.jpg
glaucoma,EyePACS-DEV-NRG-238.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-238.jpg
glaucoma,EyePACS-DEV-NRG-239.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-239.jpg
glaucoma,EyePACS-DEV-NRG-24.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-24.jpg
glaucoma,EyePACS-DEV-NRG-240.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-240.jpg
glaucoma,EyePACS-DEV-NRG-241.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-241.jpg
glaucoma,EyePACS-DEV-NRG-242.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-242.jpg
glaucoma,EyePACS-DEV-NRG-243.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-243.jpg
glaucoma,EyePACS-DEV-NRG-244.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-244.jpg
glaucoma,EyePACS-DEV-NRG-245.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-245.jpg
glaucoma,EyePACS-DEV-NRG-246.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-246.jpg
glaucoma,EyePACS-DEV-NRG-247.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-247.jpg
glaucoma,EyePACS-DEV-NRG-248.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-248.jpg
glaucoma,EyePACS-DEV-NRG-249.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-249.jpg
glaucoma,EyePACS-DEV-NRG-25.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-25.jpg
glaucoma,EyePACS-DEV-NRG-250.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-250.jpg
glaucoma,EyePACS-DEV-NRG-251.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-251.jpg
glaucoma,EyePACS-DEV-NRG-252.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-252.jpg
glaucoma,EyePACS-DEV-NRG-253.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-253.jpg
glaucoma,EyePACS-DEV-NRG-254.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-254.jpg
glaucoma,EyePACS-DEV-NRG-255.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-255.jpg
glaucoma,EyePACS-DEV-NRG-256.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-256.jpg
glaucoma,EyePACS-DEV-NRG-257.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-257.jpg
glaucoma,EyePACS-DEV-NRG-258.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-258.jpg
glaucoma,EyePACS-DEV-NRG-259.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-259.jpg
glaucoma,EyePACS-DEV-NRG-26.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-26.jpg
glaucoma,EyePACS-DEV-NRG-260.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-260.jpg
glaucoma,EyePACS-DEV-NRG-261.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-261.jpg
glaucoma,EyePACS-DEV-NRG-262.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-262.jpg
glaucoma,EyePACS-DEV-NRG-263.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-263.jpg
glaucoma,EyePACS-DEV-NRG-264.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-264.jpg
glaucoma,EyePACS-DEV-NRG-265.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-265.jpg
glaucoma,EyePACS-DEV-NRG-266.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-266.jpg
glaucoma,EyePACS-DEV-NRG-267.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-267.jpg
glaucoma,EyePACS-DEV-NRG-268.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-268.jpg
glaucoma,EyePACS-DEV-NRG-269.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-269.jpg
glaucoma,EyePACS-DEV-NRG-27.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-27.jpg
glaucoma,EyePACS-DEV-NRG-270.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-270.jpg
glaucoma,EyePACS-DEV-NRG-271.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-271.jpg
glaucoma,EyePACS-DEV-NRG-272.jpg,NRG,train,/Users/an.s.babenko/Desktop/notebooks ipynb/glaukoma_dataset/train/NRG/EyePACS-DEV-NRG-272.jpg
